time,module,kind,amount
22.06.16-16:24:31.921, 41c3444a,dust,136
22.06.16-16:24:32.258, 41a16e3d,dust,117
22.06.16-16:24:32.622, 41c8217b,dust,81
22.06.16-16:24:32.837, 41c3444a,dust,133
22.06.16-16:24:33.008, 41a16e3d,dust,118
22.06.16-16:24:33.670, 41c3444a,dust,133
22.06.16-16:24:33.915, 41a16e3d,dust,118
22.06.16-16:24:34.455, 418f3977,dust,47
22.06.16-16:24:34.585, 41c3444a,dust,128
22.06.16-16:24:34.749, 41a16e3d,dust,118
22.06.16-16:24:34.886, 41c82c24,dust,175
22.06.16-16:24:34.928, 41c82c24,dust,175
22.06.16-16:24:34.973, 41c82c24,dust,174
22.06.16-16:24:35.265, 41c82c24,dust,174
22.06.16-16:24:35.418, 41c3444a,dust,159
22.06.16-16:24:35.546, 41c8217b,dust,80
22.06.16-16:24:35.605, 41c8217b,dust,79
22.06.16-16:24:35.664, 41a16e3d,dust,122
22.06.16-16:24:35.684, 41c8217b,dust,79
22.06.16-16:24:36.182, 41c82c24,dust,175
22.06.16-16:24:36.288, 41c8217b,dust,84
22.06.16-16:24:36.336, 41c3444a,dust,159
22.06.16-16:24:36.498, 41a16e3d,dust,122
22.06.16-16:24:37.012, 41c82c24,dust,175
22.06.16-16:24:37.184, 41c8217b,dust,79
22.06.16-16:24:37.251, 41c3444a,dust,157
22.06.16-16:24:37.419, 41a16e3d,dust,121
22.06.16-16:24:37.615, 418f3977,dust,47
22.06.16-16:24:37.803, 418f3977,dust,47
22.06.16-16:24:37.834, 418f3977,dust,45
22.06.16-16:24:37.866, 418f3977,dust,45
22.06.16-16:24:37.933, 41c82c24,dust,174
22.06.16-16:24:37.964, 418f3977,dust,46
22.06.16-16:24:38.004, 418f3977,dust,46
22.06.16-16:24:38.094, 41c8217b,dust,79
22.06.16-16:24:38.167, 41c3444a,dust,144
22.06.16-16:24:38.338, 41a16e3d,dust,121
22.06.16-16:24:38.757, 41c82c24,dust,174
22.06.16-16:24:39.083, 41c3444a,dust,146
22.06.16-16:24:39.102, 41c8217b,dust,81
22.06.16-16:24:39.163, 41a16e3d,dust,120
22.06.16-16:24:39.669, 41c82c24,dust,171
22.06.16-16:24:39.977, 41c8217b,dust,87
22.06.16-16:24:39.997, 41a16e3d,dust,120
22.06.16-16:24:40.017, 41c3444a,dust,147
22.06.16-16:24:40.427, 418f3977,dust,47
22.06.16-16:24:40.457, 418f3977,dust,47
22.06.16-16:24:40.662, 418f3977,dust,42
22.06.16-16:24:40.693, 41c82c24,dust,171
22.06.16-16:24:40.944, 41c8217b,dust,92
22.06.16-16:24:41.446, 418f3977,dust,42
22.06.16-16:24:41.588, 41c3444a,dust,135
22.06.16-16:24:41.643, 41c82c24,dust,165
22.06.16-16:24:41.675, 41c8217b,dust,92
22.06.16-16:24:41.836, 41c3444a,dust,135
22.06.16-16:24:42.250, 41c82c24,dust,165
22.06.16-16:24:42.359, 418f3977,dust,39
22.06.16-16:24:42.480, 41a16e3d,dust,121
22.06.16-16:24:42.501, 41a16e3d,dust,125
22.06.16-16:24:42.578, 41c8217b,dust,95
22.06.16-16:24:42.662, 41a16e3d,dust,120
22.06.16-16:24:42.748, 41c3444a,dust,137
22.06.16-16:24:43.175, 41c82c24,dust,161
22.06.16-16:24:43.207, 418f3977,dust,39
22.06.16-16:24:43.412, 41c8217b,dust,95
22.06.16-16:24:43.495, 41a16e3d,dust,120
22.06.16-16:24:43.665, 41c3444a,dust,137
22.06.16-16:24:44.184, 41c82c24,dust,161
22.06.16-16:24:44.218, 418f3977,dust,43
22.06.16-16:24:44.324, 41c8217b,dust,98
22.06.16-16:24:44.537, 41a16e3d,dust,118
22.06.16-16:24:44.581, 41c3444a,dust,137
22.06.16-16:24:44.938, 418f3977,dust,43
22.06.16-16:24:45.077, 41c82c24,dust,155
22.06.16-16:24:45.502, 41c3444a,dust,137
22.06.16-16:24:46.416, 41c3444a,dust,141
22.06.16-16:24:47.332, 41c3444a,dust,145
22.06.16-16:24:48.166, 41c3444a,dust,145
22.06.16-16:24:49.083, 41c3444a,dust,145
22.06.16-16:24:49.918, 41c3444a,dust,144
22.06.16-16:24:50.835, 41c3444a,dust,146
22.06.16-16:24:51.669, 41c3444a,dust,146
22.06.16-16:24:52.585, 41c3444a,dust,146
22.06.16-16:24:53.420, 41c3444a,dust,145
22.06.16-16:24:54.336, 41c3444a,dust,143
22.06.16-16:24:55.171, 41c3444a,dust,143
22.06.16-16:24:56.087, 41c3444a,dust,143
22.06.16-16:24:56.922, 41c3444a,dust,143
22.06.16-16:24:57.839, 41c3444a,dust,146
22.06.16-16:24:58.673, 41c3444a,dust,146
22.06.16-16:24:59.591, 41c3444a,dust,152
22.06.16-16:25:00.424, 41c3444a,dust,152
22.06.16-16:25:01.341, 41c3444a,dust,154
22.06.16-16:25:02.186, 41c3444a,dust,154
22.06.16-16:25:03.094, 41c3444a,dust,156
22.06.16-16:25:03.962, 41c3444a,dust,156
22.06.16-16:25:04.846, 41c3444a,dust,156
22.06.16-16:25:05.810, 41c3444a,dust,156
22.06.16-16:25:06.597, 41c3444a,dust,158
22.06.16-16:25:07.219, 41a16e3d,dust,114
22.06.16-16:25:07.238, 41a16e3d,dust,114
22.06.16-16:25:07.298, 41a16e3d,dust,115
22.06.16-16:25:07.318, 41a16e3d,dust,112
22.06.16-16:25:07.338, 41a16e3d,dust,112
22.06.16-16:25:07.357, 41a16e3d,dust,109
22.06.16-16:25:07.423, 41a16e3d,dust,110
22.06.16-16:25:07.443, 41c3444a,dust,158
22.06.16-16:25:07.491, 41a16e3d,dust,110
22.06.16-16:25:07.511, 41a16e3d,dust,110
22.06.16-16:25:07.531, 41a16e3d,dust,108
22.06.16-16:25:07.601, 41a16e3d,dust,108
22.06.16-16:25:07.621, 41a16e3d,dust,106
22.06.16-16:25:07.641, 41a16e3d,dust,106
22.06.16-16:25:08.022, 418f3977,dust,41
22.06.16-16:25:08.107, 418f3977,dust,39
22.06.16-16:25:08.145, 418f3977,dust,43
22.06.16-16:25:08.182, 418f3977,dust,52
22.06.16-16:25:08.224, 418f3977,dust,56
22.06.16-16:25:08.265, 418f3977,dust,53
22.06.16-16:25:08.353, 41c3444a,dust,165
22.06.16-16:25:09.185, 41c3444a,dust,165
22.06.16-16:25:09.218, 41a16e3d,dust,108
22.06.16-16:25:10.101, 41c3444a,dust,163
22.06.16-16:25:10.875, 41a16e3d,dust,105
22.06.16-16:25:10.941, 41c3444a,dust,159
22.06.16-16:25:11.852, 41c3444a,dust,160
22.06.16-16:25:12.687, 41c3444a,dust,160
22.06.16-16:25:13.604, 41c3444a,dust,160
22.06.16-16:25:14.027, 41a16e3d,dust,104
22.06.16-16:25:14.438, 41c3444a,dust,161
22.06.16-16:25:15.354, 41c3444a,dust,161
22.06.16-16:25:16.188, 41c3444a,dust,161
22.06.16-16:25:17.106, 41c3444a,dust,159
22.06.16-16:25:17.940, 41c3444a,dust,159
22.06.16-16:25:18.855, 41c3444a,dust,160
22.06.16-16:25:19.169, 41a16e3d,dust,106
22.06.16-16:25:19.693, 41c3444a,dust,160
22.06.16-16:25:20.607, 41c3444a,dust,158
22.06.16-16:25:20.838, 41a16e3d,dust,106
22.06.16-16:25:21.001, 418f3977,dust,51
22.06.16-16:25:21.442, 41c3444a,dust,158
22.06.16-16:25:22.360, 41c3444a,dust,157
22.06.16-16:25:23.195, 41c3444a,dust,159
22.06.16-16:25:24.094, 41a16e3d,dust,106
22.06.16-16:25:24.114, 41c3444a,dust,159
22.06.16-16:25:24.946, 41c3444a,dust,159
22.06.16-16:25:25.870, 41c3444a,dust,157
22.06.16-16:25:26.452, 41c82c24,dust,141
22.06.16-16:25:26.503, 41c82c24,dust,141
22.06.16-16:25:26.697, 41c3444a,dust,157
22.06.16-16:25:26.717, 41c82c24,dust,141
22.06.16-16:25:26.979, 41c82c24,dust,139
22.06.16-16:25:27.174, 41c82c24,dust,139
22.06.16-16:25:27.194, 41c3455c,dust,164
22.06.16-16:25:27.321, 41a16e3d,dust,104
22.06.16-16:25:27.340, 418f3977,dust,50
22.06.16-16:25:27.361, 41a16e3d,dust,104
22.06.16-16:25:27.380, 41a16e3d,dust,103
22.06.16-16:25:27.400, 41c3455c,dust,182
22.06.16-16:25:27.420, 41a16e3d,dust,103
22.06.16-16:25:27.440, 41c82c24,dust,137
22.06.16-16:25:27.459, 418f3977,dust,50
22.06.16-16:25:27.479, 41a16e3d,dust,98
22.06.16-16:25:27.499, 41a16e3d,dust,98
22.06.16-16:25:27.519, 41a16e3d,dust,100
22.06.16-16:25:27.539, 41c82c24,dust,137
22.06.16-16:25:27.559, 41a16e3d,dust,100
22.06.16-16:25:27.578, 418f3977,dust,54
22.06.16-16:25:27.598, 41c3455c,dust,198
22.06.16-16:25:27.618, 41a16e3d,dust,102
22.06.16-16:25:27.638, 41c82c24,dust,139
22.06.16-16:25:27.658, 41c3444a,dust,159
22.06.16-16:25:27.677, 41a16e3d,dust,102
22.06.16-16:25:27.697, 418f3977,dust,58
22.06.16-16:25:27.717, 41a16e3d,dust,100
22.06.16-16:25:27.737, 41a16e3d,dust,100
22.06.16-16:25:27.756, 41a16e3d,dust,101
22.06.16-16:25:27.776, 41c82c24,dust,139
22.06.16-16:25:27.796, 41c3455c,dust,219
22.06.16-16:25:27.816, 41a16e3d,dust,101
22.06.16-16:25:27.882, 418f3977,dust,61
22.06.16-16:25:27.961, 418f3977,dust,60
22.06.16-16:25:27.990, 41c3455c,dust,239
22.06.16-16:25:28.023, 41a16e3d,dust,100
22.06.16-16:25:28.159, 41c3455c,dust,239
22.06.16-16:25:28.189, 41a16e3d,dust,92
22.06.16-16:25:28.243, 418f3977,dust,58
22.06.16-16:25:28.411, 418f3977,dust,57
22.06.16-16:25:28.448, 41c3444a,dust,159
22.06.16-16:25:28.551, 41c3455c,dust,2
22.06.16-16:25:28.571, 418f3977,dust,58
22.06.16-16:25:28.669, 418f3977,dust,58
22.06.16-16:25:28.744, 418f3977,dust,54
22.06.16-16:25:28.788, 418f3977,dust,54
22.06.16-16:25:29.088, 41a16e3d,dust,92
22.06.16-16:25:29.364, 41c3444a,dust,160
22.06.16-16:25:29.384, 41c3455c,dust,2
22.06.16-16:25:30.022, 41a16e3d,dust,102
22.06.16-16:25:30.199, 41c3444a,dust,160
22.06.16-16:25:30.752, 41a16e3d,dust,102
22.06.16-16:25:31.116, 41c3444a,dust,159
22.06.16-16:25:31.625, 41a16e3d,dust,99
22.06.16-16:25:31.807, 41c34435,dust,190
22.06.16-16:25:31.949, 41c3444a,dust,159
22.06.16-16:25:32.002, 418f3977,dust,60
22.06.16-16:25:32.022, 41c3455c,dust,21
22.06.16-16:25:32.042, 418f3977,dust,57
22.06.16-16:25:32.062, 41c3455c,dust,22
22.06.16-16:25:32.101, 41c3455c,dust,41
22.06.16-16:25:32.269, 418f3977,dust,57
22.06.16-16:25:32.303, 418f3977,dust,55
22.06.16-16:25:32.332, 418f3977,dust,60
22.06.16-16:25:32.363, 418f3977,dust,60
22.06.16-16:25:32.396, 418f3977,dust,61
22.06.16-16:25:32.547, 418f3977,dust,61
22.06.16-16:25:32.567, 41a16e3d,dust,94
22.06.16-16:25:32.868, 41c3444a,dust,158
22.06.16-16:25:32.887, 41c3455c,dust,41
22.06.16-16:25:32.990, 418f3977,dust,62
22.06.16-16:25:33.361, 41a16e3d,dust,92
22.06.16-16:25:33.396, 41c34435,dust,50
22.06.16-16:25:33.707, 41c3444a,dust,158
22.06.16-16:25:33.839, 41c3455c,dust,63
22.06.16-16:25:34.196, 41a16e3d,dust,92
22.06.16-16:25:34.617, 41c3455c,dust,61
22.06.16-16:25:34.637, 41c3444a,dust,157
22.06.16-16:25:34.977, 41c34435,dust,110
22.06.16-16:25:35.100, 41c34435,dust,114
22.06.16-16:25:35.119, 41a16e3d,dust,89
22.06.16-16:25:35.140, 41c34435,dust,126
22.06.16-16:25:35.160, 41c34435,dust,139
22.06.16-16:25:35.180, 418f3977,dust,61
22.06.16-16:25:35.209, 418f3977,dust,60
22.06.16-16:25:35.438, 418f3977,dust,64
22.06.16-16:25:35.458, 41c3444a,dust,157
22.06.16-16:25:35.719, 41c34435,dust,125
22.06.16-16:25:35.945, 41a16e3d,dust,89
22.06.16-16:25:36.250, 41c82c24,dust,143
22.06.16-16:25:36.294, 41c82c24,dust,143
22.06.16-16:25:36.360, 41c82c24,dust,141
22.06.16-16:25:36.379, 41c3444a,dust,155
22.06.16-16:25:36.416, 418f3977,dust,67
22.06.16-16:25:36.485, 41c82c24,dust,141
22.06.16-16:25:36.529, 41c82c24,dust,142
22.06.16-16:25:36.589, 41c82c24,dust,142
22.06.16-16:25:36.630, 41c34435,dust,128
22.06.16-16:25:36.827, 41c82c24,dust,139
22.06.16-16:25:36.859, 41a16e3d,dust,89
22.06.16-16:25:36.879, 41c82c24,dust,139
22.06.16-16:25:36.913, 41c82c24,dust,134
22.06.16-16:25:36.969, 41c82c24,dust,134
22.06.16-16:25:37.028, 41c82c24,dust,133
22.06.16-16:25:37.074, 41c82c24,dust,133
22.06.16-16:25:37.193, 41c82c24,dust,130
22.06.16-16:25:37.213, 41c3444a,dust,155
22.06.16-16:25:37.233, 41c3455c,dust,79
22.06.16-16:25:37.353, 418f3977,dust,74
22.06.16-16:25:37.374, 41c82c24,dust,130
22.06.16-16:25:37.395, 41c3455c,dust,98
22.06.16-16:25:37.431, 41c3455c,dust,116
22.06.16-16:25:37.451, 41c82c24,dust,131
22.06.16-16:25:37.500, 41c82c24,dust,131
22.06.16-16:25:37.542, 41c82c24,dust,135
22.06.16-16:25:37.561, 41c34435,dust,138
22.06.16-16:25:37.591, 41c82c24,dust,135
22.06.16-16:25:37.728, 41c82c24,dust,128
22.06.16-16:25:37.782, 41c82c24,dust,128
22.06.16-16:25:37.842, 41a16e3d,dust,89
22.06.16-16:25:38.123, 41c3444a,dust,156
22.06.16-16:25:38.459, 41c34435,dust,141
22.06.16-16:25:38.487, 41c3455c,dust,119
22.06.16-16:25:38.604, 41a16e3d,dust,88
22.06.16-16:25:38.959, 41c3444a,dust,156
22.06.16-16:25:39.274, 41c3455c,dust,121
22.06.16-16:25:39.380, 41c8217b,dust,142
22.06.16-16:25:39.425, 41c82c24,dust,130
22.06.16-16:25:39.444, 41c34435,dust,155
22.06.16-16:25:39.464, 41a16e3d,dust,88
22.06.16-16:25:39.483, 41c82c24,dust,130
22.06.16-16:25:39.523, 41c82c24,dust,140
22.06.16-16:25:39.564, 41c82c24,dust,140
22.06.16-16:25:39.611, 41c82c24,dust,137
22.06.16-16:25:39.651, 41c82c24,dust,128
22.06.16-16:25:39.699, 41c82c24,dust,124
22.06.16-16:25:39.873, 41c3444a,dust,157
22.06.16-16:25:40.100, 41c3455c,dust,117
22.06.16-16:25:40.288, 41c34435,dust,155
22.06.16-16:25:40.500, 41a16e3d,dust,87
22.06.16-16:25:40.708, 41c3444a,dust,157
22.06.16-16:25:41.197, 41c34435,dust,158
22.06.16-16:25:41.217, 41c3455c,dust,115
22.06.16-16:25:41.248, 41a16e3d,dust,87
22.06.16-16:25:41.375, 418f3977,dust,76
22.06.16-16:25:41.421, 418f3977,dust,78
22.06.16-16:25:41.453, 418f3977,dust,78
22.06.16-16:25:41.490, 418f3977,dust,76
22.06.16-16:25:41.626, 41c3444a,dust,155
22.06.16-16:25:41.835, 418f3977,dust,79
22.06.16-16:25:41.996, 41c3455c,dust,115
22.06.16-16:25:42.112, 41c34435,dust,164
22.06.16-16:25:42.266, 41a16e3d,dust,85
22.06.16-16:25:42.460, 41c3444a,dust,155
22.06.16-16:25:42.551, 41c82c24,dust,124
22.06.16-16:25:42.593, 41c82c24,dust,129
22.06.16-16:25:42.638, 41c82c24,dust,130
22.06.16-16:25:42.690, 41c82c24,dust,134
22.06.16-16:25:42.948, 41c82c24,dust,137
22.06.16-16:25:42.968, 41a16e3d,dust,85
22.06.16-16:25:42.988, 41c3455c,dust,115
22.06.16-16:25:43.007, 418f3977,dust,88
22.06.16-16:25:43.028, 41c34435,dust,171
22.06.16-16:25:43.046, 41c82c24,dust,132
22.06.16-16:25:43.139, 41c82c24,dust,132
22.06.16-16:25:43.176, 41c82c24,dust,132
22.06.16-16:25:43.309, 41c82c24,dust,135
22.06.16-16:25:43.358, 41c82c24,dust,138
22.06.16-16:25:43.378, 41c3444a,dust,155
22.06.16-16:25:43.520, 41c82c24,dust,143
22.06.16-16:25:43.664, 418f3977,dust,91
22.06.16-16:25:43.694, 41c82c24,dust,151
22.06.16-16:25:43.920, 41c3455c,dust,112
22.06.16-16:25:43.940, 41c34435,dust,173
22.06.16-16:25:43.960, 41c82c24,dust,150
22.06.16-16:25:43.979, 41a16e3d,dust,81
22.06.16-16:25:44.000, 41c82c24,dust,148
22.06.16-16:25:44.040, 41c82c24,dust,148
22.06.16-16:25:44.083, 41c82c24,dust,151
22.06.16-16:25:44.212, 41c3444a,dust,155
22.06.16-16:25:44.357, 41c82c24,dust,151
22.06.16-16:25:44.578, 418f3977,dust,94
22.06.16-16:25:44.768, 41c3455c,dust,112
22.06.16-16:25:44.854, 41c34435,dust,177
22.06.16-16:25:44.918, 41a16e3d,dust,81
22.06.16-16:25:45.129, 41c3444a,dust,159
22.06.16-16:25:45.270, 41c82c24,dust,154
22.06.16-16:25:45.540, 418f3977,dust,98
22.06.16-16:25:45.583, 41c3455c,dust,116
22.06.16-16:25:45.603, 41a16e3d,dust,77
22.06.16-16:25:45.768, 41c34435,dust,181
22.06.16-16:25:45.962, 41c3444a,dust,159
22.06.16-16:25:46.389, 418f3977,dust,98
22.06.16-16:25:46.431, 41a16e3d,dust,77
22.06.16-16:25:46.504, 41c3455c,dust,113
22.06.16-16:25:46.682, 41c34435,dust,180
22.06.16-16:25:46.882, 41c3444a,dust,155
22.06.16-16:25:47.239, 418f3977,dust,98
22.06.16-16:25:47.267, 41c8217b,dust,141
22.06.16-16:25:47.517, 41c8217b,dust,141
22.06.16-16:25:47.572, 41a16e3d,dust,74
22.06.16-16:25:47.598, 41c34435,dust,203
22.06.16-16:25:47.618, 41c8217b,dust,143
22.06.16-16:25:47.715, 41c3444a,dust,155
22.06.16-16:25:47.793, 41c82c24,dust,154
22.06.16-16:25:47.814, 41c8217b,dust,143
22.06.16-16:25:47.894, 41c8217b,dust,142
22.06.16-16:25:47.957, 41c8217b,dust,147
22.06.16-16:25:47.977, 41c82c24,dust,155
22.06.16-16:25:48.023, 41c8217b,dust,146
22.06.16-16:25:48.047, 41c82c24,dust,155
22.06.16-16:25:48.090, 418f3977,dust,98
22.06.16-16:25:48.110, 41c8217b,dust,144
22.06.16-16:25:48.177, 41a16e3d,dust,74
22.06.16-16:25:48.430, 41c34435,dust,203
22.06.16-16:25:48.450, 41c8217b,dust,143
22.06.16-16:25:48.632, 41c3444a,dust,156
22.06.16-16:25:48.758, 41c82c24,dust,157
22.06.16-16:25:48.898, 41c3455c,dust,113
22.06.16-16:25:49.068, 418f3977,dust,99
22.06.16-16:25:49.341, 41c34435,dust,200
22.06.16-16:25:49.467, 41c3444a,dust,156
22.06.16-16:25:50.173, 41c34435,dust,200
22.06.16-16:25:50.384, 41c3444a,dust,155
22.06.16-16:25:50.717, 41a16e3d,dust,70
22.06.16-16:25:50.736, 41c3455c,dust,117
22.06.16-16:25:51.088, 41c34435,dust,201
22.06.16-16:25:51.219, 41c3444a,dust,155
22.06.16-16:25:51.922, 41c34435,dust,201
22.06.16-16:25:52.134, 41c3444a,dust,156
22.06.16-16:25:52.836, 41c34435,dust,199
22.06.16-16:25:52.969, 41c3444a,dust,156
22.06.16-16:25:53.044, 418f3977,dust,99
22.06.16-16:25:53.076, 418f3977,dust,102
22.06.16-16:25:53.113, 418f3977,dust,102
22.06.16-16:25:53.145, 418f3977,dust,106
22.06.16-16:25:53.554, 418f3977,dust,109
22.06.16-16:25:53.667, 41c34435,dust,198
22.06.16-16:25:53.887, 41c3444a,dust,154
22.06.16-16:25:54.102, 41a16e3d,dust,70
22.06.16-16:25:54.121, 41c3455c,dust,117
22.06.16-16:25:54.141, 41a16e3d,dust,69
22.06.16-16:25:54.161, 41a16e3d,dust,69
22.06.16-16:25:54.183, 41a16e3d,dust,67
22.06.16-16:25:54.240, 41c3455c,dust,117
22.06.16-16:25:54.268, 41a16e3d,dust,67
22.06.16-16:25:54.288, 41c3455c,dust,117
22.06.16-16:25:54.309, 41c3455c,dust,114
22.06.16-16:25:54.334, 41a16e3d,dust,63
22.06.16-16:25:54.354, 41c3455c,dust,114
22.06.16-16:25:54.374, 41c3455c,dust,110
22.06.16-16:25:54.581, 41c34435,dust,195
22.06.16-16:25:54.624, 41c3455c,dust,110
22.06.16-16:25:54.700, 418f3977,dust,109
22.06.16-16:25:54.721, 41c3444a,dust,154
22.06.16-16:25:55.238, 41c3455c,dust,107
22.06.16-16:25:55.267, 41a16e3d,dust,63
22.06.16-16:25:55.414, 41c34435,dust,195
22.06.16-16:25:55.638, 41c3444a,dust,151
22.06.16-16:25:56.071, 41c3455c,dust,107
22.06.16-16:25:56.090, 41a16e3d,dust,61
22.06.16-16:25:56.304, 41c82c24,dust,159
22.06.16-16:25:56.327, 41c34435,dust,195
22.06.16-16:25:56.358, 41c82c24,dust,159
22.06.16-16:25:56.401, 41c82c24,dust,162
22.06.16-16:25:56.476, 41c3444a,dust,151
22.06.16-16:25:56.541, 41c82c24,dust,170
22.06.16-16:25:56.808, 41c82c24,dust,168
22.06.16-16:25:56.856, 41c82c24,dust,168
22.06.16-16:25:56.923, 41a16e3d,dust,61
22.06.16-16:25:56.997, 41c3455c,dust,108
22.06.16-16:25:57.027, 418f3977,dust,105
22.06.16-16:25:57.056, 41c82c24,dust,167
22.06.16-16:25:57.090, 418f3977,dust,111
22.06.16-16:25:57.118, 41c82c24,dust,168
22.06.16-16:25:57.161, 41c34435,dust,195
22.06.16-16:25:57.340, 418f3977,dust,109
22.06.16-16:25:57.359, 41c8217b,dust,137
22.06.16-16:25:57.388, 41c3444a,dust,150
22.06.16-16:25:57.625, 41c8217b,dust,137
22.06.16-16:25:57.674, 41c8217b,dust,141
22.06.16-16:25:57.733, 41c8217b,dust,145
22.06.16-16:25:57.753, 41c82c24,dust,169
22.06.16-16:25:57.815, 41c8217b,dust,145
22.06.16-16:25:57.834, 41c3455c,dust,108
22.06.16-16:25:57.854, 41a16e3d,dust,57
22.06.16-16:25:57.874, 41c8217b,dust,141
22.06.16-16:25:57.923, 41c8217b,dust,143
22.06.16-16:25:57.971, 41c8217b,dust,145
22.06.16-16:25:58.073, 41c34435,dust,192
22.06.16-16:25:58.178, 418f3977,dust,108
22.06.16-16:25:58.221, 41c3444a,dust,150
22.06.16-16:25:58.269, 41c8217b,dust,149
22.06.16-16:25:58.659, 41c82c24,dust,173
22.06.16-16:25:58.679, 41a16e3d,dust,57
22.06.16-16:25:58.904, 41c34435,dust,192
22.06.16-16:25:59.052, 418f3977,dust,112
22.06.16-16:25:59.141, 41c3444a,dust,155
22.06.16-16:25:59.183, 41c8217b,dust,146
22.06.16-16:25:59.569, 41c82c24,dust,173
22.06.16-16:25:59.589, 41a16e3d,dust,55
22.06.16-16:25:59.820, 41c34435,dust,187
22.06.16-16:25:59.960, 418f3977,dust,110
22.06.16-16:25:59.980, 41c3444a,dust,155
22.06.16-16:26:00.652, 41c34435,dust,187
22.06.16-16:26:00.890, 41c3444a,dust,152
22.06.16-16:26:01.565, 41c34435,dust,190
22.06.16-16:26:01.726, 41c3444a,dust,152
22.06.16-16:26:02.395, 418f3977,dust,110
22.06.16-16:26:02.414, 41c34435,dust,190
22.06.16-16:26:02.481, 418f3977,dust,110
22.06.16-16:26:02.641, 41c3444a,dust,152
22.06.16-16:26:03.313, 41c34435,dust,186
22.06.16-16:26:03.477, 41c3444a,dust,152
22.06.16-16:26:03.632, 41a16e3d,dust,55
22.06.16-16:26:03.793, 41a16e3d,dust,55
22.06.16-16:26:03.815, 41a16e3d,dust,55
22.06.16-16:26:03.845, 41a16e3d,dust,57
22.06.16-16:26:03.979, 41a16e3d,dust,54
22.06.16-16:26:04.143, 41c34435,dust,186
22.06.16-16:26:04.393, 41c3444a,dust,153
22.06.16-16:26:05.057, 41c34435,dust,189
22.06.16-16:26:05.309, 41c3444a,dust,153
22.06.16-16:26:05.889, 41c34435,dust,181
22.06.16-16:26:06.229, 41c3444a,dust,151
22.06.16-16:26:06.462, 41a16e3d,dust,52
22.06.16-16:26:06.479, 41a16e3d,dust,53
22.06.16-16:26:06.719, 41a16e3d,dust,52
22.06.16-16:26:06.804, 41c34435,dust,185
22.06.16-16:26:07.145, 41c3444a,dust,151
22.06.16-16:26:07.636, 41c34435,dust,185
22.06.16-16:26:08.061, 41c3444a,dust,153
22.06.16-16:26:08.551, 41c34435,dust,186
22.06.16-16:26:08.978, 41c3444a,dust,151
22.06.16-16:26:09.328, 41c8217b,dust,140
22.06.16-16:26:09.348, 41c82c24,dust,171
22.06.16-16:26:09.396, 41c34435,dust,186
22.06.16-16:26:09.538, 41c8217b,dust,139
22.06.16-16:26:09.571, 41c82c24,dust,171
22.06.16-16:26:09.609, 41c8217b,dust,137
22.06.16-16:26:09.861, 41c3455c,dust,105
22.06.16-16:26:09.894, 41c3444a,dust,152
22.06.16-16:26:10.297, 41c34435,dust,184
22.06.16-16:26:10.811, 41c3444a,dust,152
22.06.16-16:26:11.129, 41c34435,dust,184
22.06.16-16:26:11.728, 41c3444a,dust,153
22.06.16-16:26:12.043, 41c34435,dust,195
22.06.16-16:26:12.651, 41c3444a,dust,151
22.06.16-16:26:12.875, 41c34435,dust,195
22.06.16-16:26:13.560, 41c3444a,dust,154
22.06.16-16:26:13.788, 41c34435,dust,190
22.06.16-16:26:14.477, 41c3444a,dust,152
22.06.16-16:26:14.621, 41c34435,dust,182
22.06.16-16:26:15.398, 41c3444a,dust,153
22.06.16-16:26:15.535, 41c34435,dust,180
22.06.16-16:26:16.234, 41c3444a,dust,153
22.06.16-16:26:16.365, 41c34435,dust,180
22.06.16-16:26:17.036, 41c82c24,dust,171
22.06.16-16:26:17.056, 41a16e3d,dust,49
22.06.16-16:26:17.077, 41a16e3d,dust,48
22.06.16-16:26:17.097, 41c82c24,dust,171
22.06.16-16:26:17.117, 41c8217b,dust,147
22.06.16-16:26:17.137, 41a16e3d,dust,47
22.06.16-16:26:17.156, 41c3444a,dust,154
22.06.16-16:26:17.254, 41a16e3d,dust,49
22.06.16-16:26:17.273, 41a16e3d,dust,49
22.06.16-16:26:17.294, 41c34435,dust,179
22.06.16-16:26:17.327, 41c82c24,dust,175
22.06.16-16:26:17.347, 41c8217b,dust,146
22.06.16-16:26:17.387, 41a16e3d,dust,51
22.06.16-16:26:17.411, 41a16e3d,dust,51
22.06.16-16:26:17.460, 41c8217b,dust,146
22.06.16-16:26:17.480, 41c82c24,dust,175
22.06.16-16:26:17.499, 41a16e3d,dust,52
22.06.16-16:26:17.543, 41c8217b,dust,143
22.06.16-16:26:17.562, 41c82c24,dust,172
22.06.16-16:26:17.609, 41c8217b,dust,143
22.06.16-16:26:17.629, 41a16e3d,dust,52
22.06.16-16:26:17.657, 41c82c24,dust,171
22.06.16-16:26:17.677, 41a16e3d,dust,52
22.06.16-16:26:17.718, 41c8217b,dust,148
22.06.16-16:26:17.783, 41c3455c,dust,103
22.06.16-16:26:17.855, 41c8217b,dust,146
22.06.16-16:26:17.874, 41c3455c,dust,103
22.06.16-16:26:17.973, 41c82c24,dust,175
22.06.16-16:26:17.991, 41c3444a,dust,154
22.06.16-16:26:18.036, 41c8217b,dust,147
22.06.16-16:26:18.056, 41c82c24,dust,175
22.06.16-16:26:18.076, 41c3455c,dust,101
22.06.16-16:26:18.117, 41c34435,dust,179
22.06.16-16:26:18.137, 41c3455c,dust,101
