time,module,kind,amount
22.06.16-16:35:26.561, 41c37e25,dust,176
22.06.16-16:35:26.589, 41c37e25,dust,176
22.06.16-16:35:26.618, 41c37e25,dust,165
22.06.16-16:35:26.640, 41c37e25,dust,165
22.06.16-16:35:26.668, 41c37e25,dust,165
22.06.16-16:35:27.166, 41c35ca0,dust,163
22.06.16-16:35:27.390, 41c37e25,dust,169
22.06.16-16:35:28.000, 41c35ca0,dust,163
22.06.16-16:35:28.272, 41c37e25,dust,171
22.06.16-16:35:28.917, 41c35ca0,dust,164
22.06.16-16:35:29.108, 41c37e25,dust,171
22.06.16-16:35:29.286, 41c35c6b,dust,178
22.06.16-16:35:29.321, 41c35c6b,dust,178
22.06.16-16:35:29.353, 41c35c6b,dust,178
22.06.16-16:35:29.373, 41a17160,dust,161
22.06.16-16:35:29.412, 41c35c6b,dust,178
22.06.16-16:35:29.441, 41a17160,dust,159
22.06.16-16:35:29.516, 41c35c6b,dust,183
22.06.16-16:35:29.536, 41a17160,dust,161
22.06.16-16:35:29.568, 41c35c6b,dust,183
22.06.16-16:35:29.599, 41c35c9c,dust,195
22.06.16-16:35:29.619, 41a17160,dust,169
22.06.16-16:35:29.651, 41a17160,dust,169
22.06.16-16:35:29.707, 41a17160,dust,173
22.06.16-16:35:29.740, 41c35c9c,dust,196
22.06.16-16:35:29.760, 41c35ca0,dust,164
22.06.16-16:35:29.785, 41c35c9c,dust,196
22.06.16-16:35:29.833, 41c35c9c,dust,199
22.06.16-16:35:29.875, 41a17160,dust,178
22.06.16-16:35:29.894, 41c35c9c,dust,199
22.06.16-16:35:29.959, 41c37e25,dust,171
22.06.16-16:35:29.984, 41c35c9c,dust,200
22.06.16-16:35:30.014, 41a17160,dust,176
22.06.16-16:35:30.048, 41c35c9c,dust,201
22.06.16-16:35:30.076, 41a17160,dust,175
22.06.16-16:35:30.124, 41c35c9c,dust,202
22.06.16-16:35:30.319, 41a17160,dust,171
22.06.16-16:35:30.666, 41c35ca0,dust,164
22.06.16-16:35:30.789, 41c37e25,dust,171
22.06.16-16:35:30.926, 41c35c9c,dust,193
22.06.16-16:35:31.165, 41c35c6b,dust,182
22.06.16-16:35:31.202, 41c35c6b,dust,182
22.06.16-16:35:31.240, 41c35c6b,dust,181
22.06.16-16:35:31.259, 41a17160,dust,169
22.06.16-16:35:31.290, 41c35c6b,dust,181
22.06.16-16:35:31.329, 41c35c6b,dust,183
22.06.16-16:35:31.499, 41c35ca0,dust,164
22.06.16-16:35:31.634, 41c37e25,dust,170
22.06.16-16:35:31.685, 41c35c6b,dust,183
22.06.16-16:35:31.831, 41c35c9c,dust,194
22.06.16-16:35:32.146, 41a17160,dust,168
22.06.16-16:35:32.415, 41c35ca0,dust,168
22.06.16-16:35:32.473, 41c37e25,dust,170
22.06.16-16:35:32.586, 41c35c6b,dust,181
22.06.16-16:35:32.743, 41c35c9c,dust,195
22.06.16-16:35:33.058, 41a17160,dust,163
22.06.16-16:35:33.248, 41c35ca0,dust,168
22.06.16-16:35:33.344, 41c37e25,dust,166
22.06.16-16:35:33.420, 41c35c6b,dust,181
22.06.16-16:35:33.656, 41c35c9c,dust,192
22.06.16-16:35:33.971, 41a17160,dust,162
22.06.16-16:35:34.165, 41c35ca0,dust,170
22.06.16-16:35:34.186, 41c37e25,dust,166
22.06.16-16:35:34.331, 41c35c6b,dust,183
22.06.16-16:35:34.663, 41c35c9c,dust,204
22.06.16-16:35:34.883, 41a17160,dust,164
22.06.16-16:35:34.997, 41c35ca0,dust,170
22.06.16-16:35:35.068, 41c37e25,dust,164
22.06.16-16:35:35.167, 41c35c6b,dust,183
22.06.16-16:35:35.484, 41c35c9c,dust,197
22.06.16-16:35:35.805, 41a17160,dust,168
22.06.16-16:35:35.903, 41c37e25,dust,164
22.06.16-16:35:35.928, 41c35ca0,dust,168
22.06.16-16:35:36.076, 41c35c6b,dust,184
22.06.16-16:35:37.967, 41c35c9c,dust,195
22.06.16-16:35:38.012, 41c35c9c,dust,193
22.06.16-16:35:38.141, 41c35c9c,dust,193
22.06.16-16:35:38.204, 41a17160,dust,168
22.06.16-16:35:38.295, 41a17160,dust,173
22.06.16-16:35:38.328, 41c35ca0,dust,168
22.06.16-16:35:38.349, 41c37e25,dust,164
22.06.16-16:35:38.371, 41c35ca0,dust,166
22.06.16-16:35:38.390, 41a17160,dust,173
22.06.16-16:35:38.411, 41c37e25,dust,164
22.06.16-16:35:38.675, 41c35c6b,dust,183
22.06.16-16:35:38.696, 41c37e25,dust,165
22.06.16-16:35:38.731, 41c35ca0,dust,166
22.06.16-16:35:38.753, 41c35c6b,dust,184
22.06.16-16:35:38.823, 41c35c6b,dust,184
22.06.16-16:35:39.265, 41c35c9c,dust,194
22.06.16-16:35:39.305, 41c37e25,dust,166
22.06.16-16:35:39.340, 41a17160,dust,174
22.06.16-16:35:39.574, 41c35c6b,dust,185
22.06.16-16:35:39.596, 41c35ca0,dust,164
22.06.16-16:35:42.000, 41c35c6b,dust,186
22.06.16-16:35:43.290, 41a17160,dust,173
22.06.16-16:35:45.004, 41a17160,dust,177
22.06.16-16:35:45.060, 41c35ca0,dust,161
22.06.16-16:35:45.181, 41c37e25,dust,172
22.06.16-16:35:45.217, 41a17160,dust,177
22.06.16-16:35:45.240, 41c37e25,dust,169
22.06.16-16:35:45.325, 41c37e25,dust,168
22.06.16-16:35:45.359, 41c37e25,dust,167
22.06.16-16:35:45.398, 41c37e25,dust,167
22.06.16-16:35:45.419, 41c37e25,dust,166
22.06.16-16:35:46.110, 41c37e25,dust,166
22.06.16-16:35:46.641, 41c35ca0,dust,161
22.06.16-16:35:46.662, 41c35ca0,dust,160
22.06.16-16:35:46.682, 41c35ca0,dust,162
22.06.16-16:35:46.703, 41c35ca0,dust,167
22.06.16-16:35:46.724, 41c35ca0,dust,169
22.06.16-16:35:46.745, 41c35ca0,dust,167
22.06.16-16:35:47.409, 41c35ca0,dust,166
22.06.16-16:35:48.325, 41c35ca0,dust,169
22.06.16-16:35:49.235, 41c35ca0,dust,173
22.06.16-16:35:50.068, 41c3440d,dust,136
22.06.16-16:35:50.155, 41c35ca0,dust,174
22.06.16-16:35:50.984, 41c3440d,dust,150
22.06.16-16:35:51.071, 41c35ca0,dust,174
22.06.16-16:35:51.901, 41c3440d,dust,166
22.06.16-16:35:51.942, 41c37e25,dust,162
22.06.16-16:35:51.968, 41c37e25,dust,163
22.06.16-16:35:51.989, 41c35ca0,dust,173
22.06.16-16:35:52.009, 41c37e25,dust,163
22.06.16-16:35:52.033, 41c37e25,dust,163
22.06.16-16:35:52.054, 41c37e25,dust,162
22.06.16-16:35:52.081, 41c37e25,dust,165
22.06.16-16:35:52.817, 41c3440d,dust,165
22.06.16-16:35:52.901, 41c35ca0,dust,169
22.06.16-16:35:52.922, 41c37e25,dust,165
22.06.16-16:35:52.952, 41c35c6b,dust,187
22.06.16-16:35:53.734, 41c3440d,dust,167
22.06.16-16:35:53.775, 41c37e25,dust,162
22.06.16-16:35:53.817, 41c35ca0,dust,166
22.06.16-16:35:54.610, 41c37e25,dust,163
22.06.16-16:35:54.650, 41c3440d,dust,168
22.06.16-16:35:54.734, 41c35ca0,dust,168
22.06.16-16:35:55.526, 41c37e25,dust,165
22.06.16-16:35:55.567, 41c3440d,dust,171
22.06.16-16:35:55.634, 41c35c9c,dust,189
22.06.16-16:35:55.664, 41c35ca0,dust,170
22.06.16-16:35:55.723, 41c35c9c,dust,188
22.06.16-16:35:55.771, 41c35c9c,dust,185
22.06.16-16:35:55.811, 41c35c9c,dust,185
22.06.16-16:35:55.854, 41c35c9c,dust,184
22.06.16-16:35:55.894, 41c35c9c,dust,184
22.06.16-16:35:55.937, 41c35c9c,dust,185
22.06.16-16:35:56.034, 41c35c9c,dust,185
22.06.16-16:35:56.099, 41c35c9c,dust,188
22.06.16-16:35:56.177, 41c35c6b,dust,185
22.06.16-16:35:56.212, 41c35c9c,dust,188
22.06.16-16:35:56.266, 41c35c9c,dust,185
22.06.16-16:35:56.286, 41c35c6b,dust,185
22.06.16-16:35:56.308, 41c37e25,dust,165
22.06.16-16:35:56.342, 41c35c6b,dust,186
22.06.16-16:35:56.428, 41c35c6b,dust,186
22.06.16-16:35:56.447, 41c35c9c,dust,184
22.06.16-16:35:56.476, 41c35c6b,dust,186
22.06.16-16:35:56.498, 41c35ca0,dust,170
22.06.16-16:35:56.518, 41c3440d,dust,182
22.06.16-16:35:56.538, 41c35c9c,dust,182
22.06.16-16:35:56.557, 41c35c6b,dust,186
22.06.16-16:35:56.613, 41c35c6b,dust,186
22.06.16-16:35:56.658, 41c35c9c,dust,185
22.06.16-16:35:56.678, 41c35c6b,dust,186
22.06.16-16:35:56.751, 41c35c9c,dust,186
22.06.16-16:35:56.783, 41c35c6b,dust,186
22.06.16-16:35:56.826, 41c35c6b,dust,186
22.06.16-16:35:56.862, 41c35c6b,dust,181
22.06.16-16:35:56.910, 41c35c6b,dust,181
22.06.16-16:35:56.955, 41c35c6b,dust,179
22.06.16-16:35:56.988, 41c35c6b,dust,179
22.06.16-16:35:57.037, 41c35c6b,dust,193
22.06.16-16:35:57.072, 41c35c6b,dust,196
22.06.16-16:35:57.188, 41c37e25,dust,156
22.06.16-16:35:57.399, 41c35ca0,dust,167
22.06.16-16:35:57.419, 41c3440d,dust,188
22.06.16-16:35:57.507, 41c35c9c,dust,185
22.06.16-16:35:57.860, 41c35c6b,dust,189
22.06.16-16:35:58.019, 41c37e25,dust,156
22.06.16-16:35:58.232, 41c35ca0,dust,167
22.06.16-16:35:58.321, 41c3440d,dust,193
22.06.16-16:35:58.419, 41c35c9c,dust,189
22.06.16-16:35:58.780, 41c35c6b,dust,188
22.06.16-16:35:58.891, 41c37e25,dust,148
22.06.16-16:35:59.147, 41c35ca0,dust,164
22.06.16-16:35:59.237, 41c3440d,dust,199
22.06.16-16:35:59.334, 41c35c9c,dust,189
22.06.16-16:35:59.608, 41c35c6b,dust,188
22.06.16-16:35:59.786, 41c37e25,dust,148
22.06.16-16:35:59.987, 41c35ca0,dust,164
22.06.16-16:36:00.155, 41c3440d,dust,201
22.06.16-16:36:00.246, 41c35c9c,dust,190
22.06.16-16:36:00.703, 41c37e25,dust,170
22.06.16-16:36:01.055, 41c35ca0,dust,165
22.06.16-16:36:01.075, 41c3440d,dust,203
22.06.16-16:36:01.158, 41c35c9c,dust,188
22.06.16-16:36:01.361, 41a17160,dust,172
22.06.16-16:36:01.400, 41a17160,dust,171
22.06.16-16:36:01.421, 41c37e25,dust,170
22.06.16-16:36:01.443, 41a17160,dust,168
22.06.16-16:36:01.479, 41a17160,dust,171
22.06.16-16:36:01.513, 41a17160,dust,171
22.06.16-16:36:01.608, 41a17160,dust,168
22.06.16-16:36:01.644, 41a17160,dust,168
22.06.16-16:36:01.685, 41a17160,dust,168
22.06.16-16:36:01.727, 41c35ca0,dust,165
22.06.16-16:36:01.849, 41a17160,dust,167
22.06.16-16:36:01.882, 41a17160,dust,167
22.06.16-16:36:01.916, 41a17160,dust,166
22.06.16-16:36:01.990, 41c3440d,dust,195
22.06.16-16:36:02.265, 41c35c6b,dust,185
22.06.16-16:36:02.499, 41c35c6b,dust,185
22.06.16-16:36:02.549, 41c35c6b,dust,185
22.06.16-16:36:02.644, 41c35ca0,dust,167
22.06.16-16:36:02.906, 41c3440d,dust,196
22.06.16-16:36:03.093, 41c35c6b,dust,185
22.06.16-16:36:03.477, 41c35ca0,dust,167
22.06.16-16:36:03.823, 41c3440d,dust,196
22.06.16-16:36:04.395, 41c35ca0,dust,169
22.06.16-16:36:04.739, 41c3440d,dust,210
22.06.16-16:36:05.155, 41a17160,dust,172
22.06.16-16:36:05.235, 41c35ca0,dust,169
22.06.16-16:36:05.414, 41a17160,dust,172
22.06.16-16:36:05.434, 41c35c9c,dust,189
22.06.16-16:36:05.543, 41a17160,dust,172
22.06.16-16:36:05.573, 41c3440d,dust,210
22.06.16-16:36:05.593, 41a17160,dust,163
22.06.16-16:36:05.769, 41a17160,dust,163
22.06.16-16:36:05.953, 41a17160,dust,160
22.06.16-16:36:05.987, 41a17160,dust,161
22.06.16-16:36:06.029, 41a17160,dust,158
22.06.16-16:36:06.143, 41c35ca0,dust,172
22.06.16-16:36:06.260, 41c37e25,dust,167
22.06.16-16:36:06.494, 41c3440d,dust,210
22.06.16-16:36:06.976, 41c35ca0,dust,172
22.06.16-16:36:06.996, 41c35c9c,dust,191
22.06.16-16:36:07.324, 41c3440d,dust,210
22.06.16-16:36:07.896, 41c35ca0,dust,169
22.06.16-16:36:08.083, 41c37e25,dust,152
22.06.16-16:36:08.240, 41c3440d,dust,206
22.06.16-16:36:08.727, 41c35ca0,dust,169
22.06.16-16:36:09.074, 41c3440d,dust,206
22.06.16-16:36:09.242, 41a17160,dust,155
22.06.16-16:36:09.285, 41a17160,dust,155
22.06.16-16:36:09.321, 41a17160,dust,154
22.06.16-16:36:09.356, 41a17160,dust,154
22.06.16-16:36:09.384, 41c35c6b,dust,187
22.06.16-16:36:09.460, 41c35c6b,dust,185
22.06.16-16:36:09.541, 41a17160,dust,154
22.06.16-16:36:09.591, 41c35c6b,dust,190
22.06.16-16:36:09.645, 41c35ca0,dust,164
22.06.16-16:36:09.768, 41c35c6b,dust,184
22.06.16-16:36:09.811, 41c35c6b,dust,185
22.06.16-16:36:09.840, 41c37e25,dust,152
22.06.16-16:36:10.003, 41c3440d,dust,208
22.06.16-16:36:10.045, 41c35c6b,dust,184
22.06.16-16:36:10.096, 41a17160,dust,151
22.06.16-16:36:10.127, 41c37e25,dust,152
22.06.16-16:36:10.251, 41c35c6b,dust,182
22.06.16-16:36:10.470, 41c35c6b,dust,190
22.06.16-16:36:10.491, 41c35ca0,dust,164
22.06.16-16:36:10.824, 41c3440d,dust,205
22.06.16-16:36:10.950, 41a17160,dust,151
22.06.16-16:36:11.469, 41c35c6b,dust,191
22.06.16-16:36:11.490, 41c35ca0,dust,164
22.06.16-16:36:11.742, 41c3440d,dust,202
22.06.16-16:36:11.785, 41a17160,dust,151
22.06.16-16:36:11.823, 41c37e25,dust,154
22.06.16-16:36:11.852, 41c37e25,dust,155
22.06.16-16:36:11.946, 41c37e25,dust,157
22.06.16-16:36:11.981, 41c37e25,dust,157
22.06.16-16:36:12.010, 41c37e25,dust,157
22.06.16-16:36:12.131, 41c37e25,dust,159
22.06.16-16:36:12.227, 41c35ca0,dust,164
22.06.16-16:36:12.247, 41c35c6b,dust,188
22.06.16-16:36:12.298, 41c37e25,dust,157
22.06.16-16:36:12.460, 41c37e25,dust,157
22.06.16-16:36:12.576, 41c3440d,dust,202
22.06.16-16:36:12.613, 41a17160,dust,151
22.06.16-16:36:12.693, 41c35c9c,dust,181
22.06.16-16:36:12.934, 41c35c9c,dust,181
22.06.16-16:36:13.142, 41c35ca0,dust,166
22.06.16-16:36:13.161, 41c35c6b,dust,180
22.06.16-16:36:13.209, 41c35c9c,dust,181
22.06.16-16:36:13.249, 41c35c9c,dust,181
22.06.16-16:36:13.286, 41c35c9c,dust,201
22.06.16-16:36:13.328, 41c35c9c,dust,201
22.06.16-16:36:13.606, 41c35c9c,dust,203
22.06.16-16:36:13.756, 41c35c9c,dust,194
22.06.16-16:36:13.905, 41c35c9c,dust,198
22.06.16-16:36:13.950, 41c35c9c,dust,198
22.06.16-16:36:13.977, 41c35ca0,dust,165
22.06.16-16:36:14.063, 41c37e25,dust,159
22.06.16-16:36:14.089, 41c35c6b,dust,184
22.06.16-16:36:14.111, 41c37e25,dust,159
22.06.16-16:36:14.153, 41c3440d,dust,200
22.06.16-16:36:14.201, 41c37e25,dust,158
22.06.16-16:36:14.229, 41c35c9c,dust,193
22.06.16-16:36:14.273, 41c35c9c,dust,193
22.06.16-16:36:14.325, 41c3440d,dust,196
22.06.16-16:36:14.453, 41c35c9c,dust,192
22.06.16-16:36:14.893, 41c35ca0,dust,165
22.06.16-16:36:15.243, 41c3440d,dust,194
22.06.16-16:36:15.729, 41c35ca0,dust,165
22.06.16-16:36:16.076, 41c3440d,dust,194
22.06.16-16:36:16.642, 41c35ca0,dust,155
22.06.16-16:36:16.925, 41c35c6b,dust,183
22.06.16-16:36:16.995, 41c3440d,dust,197
22.06.16-16:36:17.015, 41c35c9c,dust,192
22.06.16-16:36:17.136, 41c35c6b,dust,183
22.06.16-16:36:17.182, 41c35c6b,dust,183
22.06.16-16:36:17.203, 41c35c9c,dust,191
22.06.16-16:36:17.245, 41c35c9c,dust,191
22.06.16-16:36:17.475, 41c35ca0,dust,155
22.06.16-16:36:17.552, 41c35c6b,dust,183
22.06.16-16:36:17.828, 41c3440d,dust,197
22.06.16-16:36:18.128, 41c37e25,dust,158
22.06.16-16:36:18.353, 41c37e25,dust,160
22.06.16-16:36:18.393, 41c35ca0,dust,154
22.06.16-16:36:18.745, 41c3440d,dust,199
22.06.16-16:36:19.231, 41c35ca0,dust,154
22.06.16-16:36:19.580, 41c3440d,dust,199
22.06.16-16:36:20.211, 41c35ca0,dust,174
22.06.16-16:36:20.496, 41c3440d,dust,197
22.06.16-16:36:20.978, 41c35ca0,dust,174
22.06.16-16:36:21.331, 41c3440d,dust,197
22.06.16-16:36:21.884, 41c37e25,dust,160
22.06.16-16:36:21.930, 41c37e25,dust,160
22.06.16-16:36:21.962, 41c35ca0,dust,173
22.06.16-16:36:22.101, 41c37e25,dust,161
22.06.16-16:36:22.248, 41c3440d,dust,198
22.06.16-16:36:22.866, 41c35ca0,dust,158
22.06.16-16:36:23.086, 41c3440d,dust,200
22.06.16-16:36:23.641, 41c35ca0,dust,159
22.06.16-16:36:23.929, 41c37e25,dust,161
22.06.16-16:36:24.000, 41c3440d,dust,198
22.06.16-16:36:24.740, 41c35c6b,dust,180
22.06.16-16:36:24.772, 41c35c6b,dust,184
22.06.16-16:36:24.803, 41c35c6b,dust,184
22.06.16-16:36:24.929, 41c3440d,dust,198
22.06.16-16:36:24.957, 41c35c6b,dust,184
22.06.16-16:36:24.994, 41c35c6b,dust,184
22.06.16-16:36:25.076, 41c35c6b,dust,183
22.06.16-16:36:25.223, 41c35c6b,dust,183
22.06.16-16:36:25.750, 41c3440d,dust,193
22.06.16-16:36:26.584, 41c3440d,dust,193
22.06.16-16:36:27.502, 41c3440d,dust,193
22.06.16-16:36:27.680, 41c35ca0,dust,159
22.06.16-16:36:27.701, 41c35ca0,dust,161
22.06.16-16:36:27.721, 41c35ca0,dust,161
22.06.16-16:36:27.741, 41c35ca0,dust,164
22.06.16-16:36:28.020, 41c35ca0,dust,164
22.06.16-16:36:28.335, 41c3440d,dust,193
22.06.16-16:36:28.590, 41c35c6b,dust,184
22.06.16-16:36:28.612, 41c35c6b,dust,184
22.06.16-16:36:28.641, 41c35c6b,dust,191
22.06.16-16:36:28.674, 41c35c6b,dust,191
22.06.16-16:36:28.923, 41c35c9c,dust,185
22.06.16-16:36:28.942, 41c35c6b,dust,193
22.06.16-16:36:28.962, 41c35c9c,dust,185
22.06.16-16:36:28.990, 41c35c9c,dust,183
22.06.16-16:36:29.028, 41c35c9c,dust,185
22.06.16-16:36:29.048, 41c37e25,dust,163
22.06.16-16:36:29.084, 41c35c9c,dust,183
22.06.16-16:36:29.195, 41c35c9c,dust,183
22.06.16-16:36:29.245, 41c35c9c,dust,184
22.06.16-16:36:29.267, 41c3440d,dust,188
22.06.16-16:36:29.285, 41c35c9c,dust,184
22.06.16-16:36:29.321, 41c35c9c,dust,182
22.06.16-16:36:29.358, 41c35c9c,dust,182
22.06.16-16:36:29.390, 41c35c9c,dust,181
22.06.16-16:36:29.424, 41c35c9c,dust,181
22.06.16-16:36:29.769, 41c35c6b,dust,193
22.06.16-16:36:30.085, 41c3440d,dust,188
22.06.16-16:36:30.169, 41c35c9c,dust,178
22.06.16-16:36:30.359, 41c37e25,dust,163
22.06.16-16:36:30.379, 41c37e25,dust,161
22.06.16-16:36:30.401, 41c37e25,dust,161
22.06.16-16:36:30.421, 41c37e25,dust,161
22.06.16-16:36:30.442, 41c37e25,dust,161
22.06.16-16:36:30.463, 41c37e25,dust,159
22.06.16-16:36:30.485, 41c37e25,dust,159
22.06.16-16:36:30.505, 41c37e25,dust,159
22.06.16-16:36:30.526, 41c37e25,dust,159
22.06.16-16:36:30.549, 41c37e25,dust,155
22.06.16-16:36:30.567, 41c37e25,dust,155
22.06.16-16:36:30.689, 41c35c6b,dust,196
22.06.16-16:36:30.991, 41c35c9c,dust,178
22.06.16-16:36:31.010, 41c3440d,dust,186
22.06.16-16:36:31.133, 41c37e25,dust,160
22.06.16-16:36:31.518, 41c35c6b,dust,196
22.06.16-16:36:31.838, 41c3440d,dust,183
22.06.16-16:36:31.904, 41c35c9c,dust,180
22.06.16-16:36:31.970, 41c37e25,dust,160
22.06.16-16:36:32.429, 41c35c6b,dust,193
22.06.16-16:36:32.737, 41c35c9c,dust,180
22.06.16-16:36:32.757, 41c3440d,dust,184
22.06.16-16:36:32.822, 41c37e25,dust,166
22.06.16-16:36:33.260, 41c35c6b,dust,193
22.06.16-16:36:33.588, 41c3440d,dust,184
22.06.16-16:36:33.656, 41c35c9c,dust,180
22.06.16-16:36:33.677, 41c37e25,dust,166
22.06.16-16:36:33.841, 41c35ca0,dust,163
22.06.16-16:36:33.864, 41c35ca0,dust,164
22.06.16-16:36:33.886, 41c35ca0,dust,164
22.06.16-16:36:33.909, 41c35ca0,dust,165
22.06.16-16:36:33.931, 41c35ca0,dust,165
22.06.16-16:36:34.151, 41c35ca0,dust,167
22.06.16-16:36:34.175, 41c35c6b,dust,196
22.06.16-16:36:34.484, 41c35c9c,dust,180
22.06.16-16:36:34.506, 41c3440d,dust,191
22.06.16-16:36:34.598, 41c37e25,dust,167
22.06.16-16:36:34.972, 41c35ca0,dust,167
22.06.16-16:36:35.137, 41c35c6b,dust,196
22.06.16-16:36:35.340, 41c3440d,dust,190
22.06.16-16:36:35.370, 41c37e25,dust,167
22.06.16-16:36:35.395, 41c35c9c,dust,178
22.06.16-16:36:35.885, 41c35ca0,dust,169
22.06.16-16:36:35.918, 41c35c6b,dust,192
22.06.16-16:36:36.257, 41c3440d,dust,189
22.06.16-16:36:36.718, 41c35ca0,dust,169
22.06.16-16:36:37.092, 41c3440d,dust,189
22.06.16-16:36:37.640, 41c35ca0,dust,161
22.06.16-16:36:37.829, 41c37e25,dust,161
22.06.16-16:36:37.848, 41c35c9c,dust,178
22.06.16-16:36:37.869, 41c37e25,dust,161
22.06.16-16:36:37.908, 41c35c9c,dust,178
22.06.16-16:36:37.949, 41c37e25,dust,161
22.06.16-16:36:37.972, 41c35c9c,dust,178
22.06.16-16:36:38.010, 41c3440d,dust,190
22.06.16-16:36:38.456, 41c35c6b,dust,192
22.06.16-16:36:38.480, 41c35ca0,dust,161
22.06.16-16:36:38.501, 41c35c6b,dust,193
22.06.16-16:36:38.536, 41c35c6b,dust,193
22.06.16-16:36:38.555, 41a17160,dust,145
22.06.16-16:36:38.577, 41a17160,dust,143
22.06.16-16:36:38.608, 41a17160,dust,142
22.06.16-16:36:38.644, 41a17160,dust,139
22.06.16-16:36:38.676, 41a17160,dust,139
22.06.16-16:36:38.707, 41a17160,dust,144
22.06.16-16:36:38.743, 41a17160,dust,144
22.06.16-16:36:38.776, 41a17160,dust,146
22.06.16-16:36:38.797, 41c37e25,dust,161
22.06.16-16:36:38.842, 41c3440d,dust,190
22.06.16-16:36:38.887, 41a17160,dust,143
22.06.16-16:36:38.906, 41c35c9c,dust,176
22.06.16-16:36:38.943, 41a17160,dust,140
22.06.16-16:36:38.987, 41a17160,dust,140
22.06.16-16:36:39.025, 41a17160,dust,142
22.06.16-16:36:39.056, 41a17160,dust,143
22.06.16-16:36:39.385, 41c35ca0,dust,161
22.06.16-16:36:39.760, 41c3440d,dust,193
22.06.16-16:36:39.898, 41c35c9c,dust,176
22.06.16-16:36:40.219, 41c35ca0,dust,161
22.06.16-16:36:40.593, 41c3440d,dust,193
22.06.16-16:36:41.133, 41c35ca0,dust,175
22.06.16-16:36:41.511, 41c3440d,dust,190
22.06.16-16:36:41.967, 41c35ca0,dust,175
22.06.16-16:36:42.345, 41c3440d,dust,190
22.06.16-16:36:42.887, 41c35ca0,dust,178
22.06.16-16:36:43.261, 41c3440d,dust,192
22.06.16-16:36:43.718, 41c35ca0,dust,167
22.06.16-16:36:44.094, 41c3440d,dust,192
22.06.16-16:36:44.637, 41c35ca0,dust,169
22.06.16-16:36:45.012, 41c3440d,dust,192
22.06.16-16:36:45.469, 41c35ca0,dust,169
22.06.16-16:36:45.848, 41c3440d,dust,192
22.06.16-16:36:46.383, 41c35ca0,dust,167
22.06.16-16:36:46.766, 41c3440d,dust,190
22.06.16-16:36:47.217, 41c35ca0,dust,168
22.06.16-16:36:47.470, 41c37e25,dust,176
22.06.16-16:36:47.599, 41c3440d,dust,190
22.06.16-16:36:48.124, 41c35ca0,dust,170
22.06.16-16:36:48.516, 41c3440d,dust,192
22.06.16-16:36:49.001, 41c35ca0,dust,173
22.06.16-16:36:49.349, 41c3440d,dust,192
22.06.16-16:36:49.919, 41c35ca0,dust,172
22.06.16-16:36:50.267, 41c3440d,dust,191
22.06.16-16:36:50.757, 41c37e25,dust,175
22.06.16-16:36:50.839, 41c35ca0,dust,168
22.06.16-16:36:51.103, 41c3440d,dust,191
22.06.16-16:36:51.307, 41c37e25,dust,175
22.06.16-16:36:51.737, 41c37e25,dust,162
22.06.16-16:36:51.758, 41c35ca0,dust,172
22.06.16-16:36:52.018, 41c3440d,dust,189
22.06.16-16:36:52.669, 41c35ca0,dust,165
22.06.16-16:36:52.853, 41c3440d,dust,188
22.06.16-16:36:53.587, 41c35ca0,dust,165
22.06.16-16:36:53.772, 41c3440d,dust,187
22.06.16-16:36:54.505, 41c35ca0,dust,165
22.06.16-16:36:54.608, 41c3440d,dust,187
22.06.16-16:36:55.417, 41c35ca0,dust,166
22.06.16-16:36:55.523, 41c3440d,dust,188
22.06.16-16:36:56.335, 41c35ca0,dust,191
22.06.16-16:36:56.358, 41c3440d,dust,188
22.06.16-16:36:57.257, 41c35ca0,dust,187
22.06.16-16:36:57.276, 41c3440d,dust,189
22.06.16-16:36:57.883, 41c37e25,dust,162
22.06.16-16:36:58.108, 41c3440d,dust,189
22.06.16-16:36:58.165, 41c35ca0,dust,186
22.06.16-16:36:59.027, 41c3440d,dust,188
22.06.16-16:36:59.075, 41c35ca0,dust,169
22.06.16-16:36:59.860, 41c3440d,dust,188
22.06.16-16:36:59.910, 41c35ca0,dust,169
22.06.16-16:37:00.778, 41c3440d,dust,188
22.06.16-16:37:00.826, 41c35ca0,dust,167
22.06.16-16:37:01.611, 41c3440d,dust,188
22.06.16-16:37:01.657, 41c35ca0,dust,167
22.06.16-16:37:02.530, 41c3440d,dust,187
22.06.16-16:37:02.575, 41c35ca0,dust,168
22.06.16-16:37:03.361, 41c3440d,dust,187
22.06.16-16:37:03.408, 41c35ca0,dust,168
22.06.16-16:37:04.278, 41c3440d,dust,189
22.06.16-16:37:04.325, 41c35ca0,dust,167
22.06.16-16:37:05.114, 41c3440d,dust,187
22.06.16-16:37:05.157, 41c35ca0,dust,169
22.06.16-16:37:06.031, 41c3440d,dust,189
22.06.16-16:37:06.074, 41c35ca0,dust,166
22.06.16-16:37:06.866, 41c3440d,dust,189
22.06.16-16:37:06.909, 41c35ca0,dust,166
22.06.16-16:37:07.783, 41c3440d,dust,191
22.06.16-16:37:07.813, 41c35ca0,dust,164
22.06.16-16:37:08.617, 41c3440d,dust,191
22.06.16-16:37:08.646, 41c35ca0,dust,164
22.06.16-16:37:09.536, 41c3440d,dust,189
22.06.16-16:37:09.563, 41c35ca0,dust,164
22.06.16-16:37:10.369, 41c3440d,dust,189
22.06.16-16:37:10.394, 41c35ca0,dust,164
